doc_id,text,sentiment
172,"great vomiting pass june 16 june 23 family left dominican republic deserve vacation, 11 total arrived expected best talk commotion regarding place, visited barcelo palace july 1999 loved, returned santo domingo resort lti july 2003 july 28 2005 paladium, hopped barcelÙ palace going great.as experience families__Ç expectation went drained, place change service terrible, people serve expecting tip 2 3 tip drink server not, housekeeping did room did not leave day room hardly cleaned mini bar not drinker did wanted bottled water, food disgusting heat lack a/c hot food sour quickly, lack employees cut personnel new administration, fried chicken pork raw middle, day got happy soon lunch uncle started feel bad, ended diarrhea 6 days, nothing day wife run bathroom vomit, started worry, 3rd day cousin husband sick injected vomiting husband not bed colic__Ç_é_ dizzy spells, change flight leave miami, not mention resort does not responsibility sickness clinic doctor employed resort cousin pay 300 currency injection 100 currency extra tickets change flight, far 11 people 4 sick 4 days, husband taking precautions possible, order bottles water unopened soda bottle unopened no ice no prepare juice no shapes drinks no milk, terrible paid money hell, food ate breads morning soda bottle no ice lunch dinner ate white rice banana peal bread meet pressure cooked cooked long time, staid away seafood pastries ice-cream vegetables cheese salads, kept ears open spoke people resort approximately 200 people sick not stomach virus thought did not know administration looking way no answer kept calling stomach flue blamed tourist, building staying couple iv, just wanted vacation form hell finish.on 5 day grandfather ill vomits diarrhea not bed, imodium pepto-bismol cost total 45 currency, 5 people 6, change eating different restaurant say ate eating food extremely precautions, 6 day uncles daughter 10 years old started vomiting injected 300 currency sister husband started diarrhea, 8 people 3, day came, felt participant horror film deadly virus guess husband grandmother lucky ones, did happen, lack hygiene uncooked food mixing tap water bottle water save money, maybe, salmonella amebas bacteria, maybe know barcelÙ resort visit, decide visiting precaution possible family especially traveling small children necessary medicine speak doctor make sure plenty extra cash, check resorts infected terrible,",negative
173,"walked no reservations wed night, not planning spend night boston exhausted 10pm long day sightseeing decided room, bit bedraggled long day touring 95* heat, no luggage carrying bottle wine not finished dinner, probably looked little scary rough politely escorted door alley lobby construction, turned immediately asking room available, told busier weeknight week-ends huh, desk clerk began listing hotels availability prices rooms, said price not issue continued quote prices, politely thanked left vowing try hotel millenium properties, checked website day rooms available,",negative
174,"maybe different hotel.. terrible choise room skulls kind scary no closet tv updated noisy.. al night dumpers picking garbage downstairs elevator sucks.. friendly.. disaster.. like nightmare.. hope happen,",negative
175,"disappointed having seen excellent reviews trip advisor previous couple months booked chancellor nights beginning september, unfortunately hotel did not live expectations certainly not hotel reviewers praising, incredulous arrived doorman stood watched whilst carried luggage opening door, attitude combined unfriendly staff desk tired shabby looking bedroom led disappointing stay chancellor, not recommend staying hotel,",negative
176,"not free groom parents wedding chateau lemoyne reservations months ahead wife elderly mother relatives town, requested connecting rooms double beds greeted rooms far apart king beds, no apologies staff received no assistance, wife mother law share double room relatives relatives gave kings shared room sister, used uncomfortable rollaway bed gall charge extra 25, checked manager charge stayed, staff definitely attitude, supposed discounted rooms wedding party discounted initially checked site internet charged just booked, air conditioning did not work properly rooms, wrote letter general manager detailing experiences 7 weeks later course not courtesy response, stayed 16 properties french quarter far worst, not stay free room-i sleep curled lucky dog stand,",negative
177,"mass toerism week staying meridien nirwana moved week melia, arrived surprised loudly people laying pool beach, arrvived spain turkey, really hotel not worth 5 star rating, night staying packed bags left hotel,",negative
178,"awful service grand palladium punta cana husband children stayed grand palladium punta cana 3rd week april, travelled different countries carribean past like punta cana affordable compared places like barbados st-lucia bahamas, way sixth trip punta cana 4 years able compare palladium punta cana resorts.in terms quality service price paid palladium bit affordable 4 5 star hotels, pay, quite obvious starting arrival, reception staff rude did not care, point best spanish asked reception supervisor washrooms did not decency acknowledge just rudely raised arm gestured right supposed guess washrooms end hallway reception, minor problems room easily resolved disappointed reception staff attitude staff practically laughed face asked changing light bulb burnt complaining reception staff, rest hotel accommodation ok. rooms clean outdated, bed covers soiled mold sheets clean, did not punta cana rooms beach, maids nice said cheery hola buenos dias, probably pleasant vacation, food restaurants ok sick day despite careful ate, believe happen travel not entirely problem hotel just immune digestive reacting different foods, service restaurants good days really bad pretty inconsistent despite generous tips gave regularly.as beach best, totally awesome like rest punta cana resorts beaches, not wide resorts people commented early good spot chair, overall allow compare grand palladium punta cana resorts stayed like majestic iberostar bavaro excellence riu palace rate strong 4 5 stars service food accommodations beach grand palladium gets 1 star rating, given good 3 stars not rude negligent service reception,",negative
179,"deserve better believe good thing hotel breakfast, actually takes little good rating guests, here__Ç_é_ remember depressing location didn__Ç_é_ feel safe night small rooms totally outdated bad satellite reception unhelpful staff unable speak english bush__Ç business center simply doesn__Ç_é_ make sense unless houston tx conclusion stay away room hotel, 2 nights feel depressed 2 weeks road.will better job time booking simply read reviews website,",negative
180,"overpriced tiny dirty room suite smaller normal hotel rooms 300 night staff rude hair gunk shower plus cheap liquor bottles closet, stay again.we arrived hotel 2 pm, desk n't let check check time started 3. sunny day cheerfully left went walk u w campus door, returned couple hours later given room 4th floor, junior suite supposed promised paid room upper floor ones view, room looked parking lot no view water city, went desk told good suites given earlier checked late, tried explain tried check earlier turned away, hotel clerk unyielding snotty.the room cramped small suite, no bureau unless count 20 tall plastic bin drawers closet, closet four-packs cheap wine coolers, bathtub long dark hairs short light hair plus patch slimy moldy stuff, acoustics bathroom vents clearly hear people bathrooms above/below, presumably hear sounds transmitted shared, mean all.the continental breakfast inattentively served, slow refill coffee cups lots fingerprints plates silverware ask repeatedly things like coffee cream, got enjoy hearing servers insult fight tips complain management, food ok ambiance poor service ruined it.the sofa bed room hadn__Ç_é_ requested advance called housekeeping acted like making unreasonable request, finally came threw sheets bed, no blankets pillows took long wait.we got initial single bar soap, ask new bar, hard new bar soap room clean beware rooms ice machines/elevators cause lot noise.the lobby pretty parking convenient u w stone__Ç_é_ throw away, sleep gutter raving homeless people stay hotel,",negative
181,"extremely disappointed avoid hotel, partner booked 3 nights hotel internet, arrival hotel older section not shown photos allocated rooms single beds not double booked, asking staff changed rooms booked met attitude indifference request, no solution offered staff.as evening relunctantly decided spend night stay following day, got room floor power shortage, returning dinner experienced power shortage complained staff reception experience indifference more.some reviews suggest location best thing place sleazier la rambla strip clubs door stream bachelor parties, hotel lovely reception area quality does not extend rooms staff, not stay,",negative
182,"true nightmare n't stay want peace not stay hotel want peace quiet, children unable sleep nights walls neighbors upstairs downstairs night fighting police called, parties hotel pool hours night..our room literally vibrating music high floor, staff desk rude not apologetic management reduced room rate nights did n't make stressful stay lack sleep.stay ritz intercontinental instead beach similar rates depending travel,",negative
183,"n't melia definetely not 4 5 star resort, husband just returned 5 day vacation 2 year old, mess.on day warned fellow american avoid fruits veggies unless cooked careful food, not want hear, food really terrible, lots choices just not lot appealing, actually lost pound, loses weight vacation, fact make reservations dinner ridiculous especially denied spot showed restaurant, housekeeping better, tiny ants room, sure food away stayed toothbrushes, thought insanely large cockaroach maybe water bug, awful.the pools nice surrounded slippery rock ran resort, not surprised injuries, beach pretty, water nice lots sea grass.we spoke guests enjoyed resorts punta cana better, n't,",negative
184,"terrible terrible terrible unbelievable, caution caution, say careful booking, not display cancelation policies site claim charges anyway.if wanted change hotels charged, not agree reviews, location terrible took 15 minutes walk busy noisy area lot hotels/ motels area, try first.if 0 5 chosen,",negative
185,"overpriced annoying directions shuttle airport inadequate, arrival hotel messed reservation, right number wrong person, treated kind stiff polite arrogance, naturally screwup fault valid reservation number, finally got things sorted not helping arrogance, room telephone fritz hotel wireless access ranged poor non-existent, sit-down restaurants pricey lobby cafe hardly appeared used, no servers sight, room service consisted 17.50 euro cheeseburger preferable 20 euro club sandwich, 50cl bottle beer 5.50 euro, skipped breakfast did n't want spend 20 euro,",negative
186,"not worth stayed lenox weekend trip boston, great location, rooms small not website, switch rooms elevator night listening people coming going, old hotel hear neighbors hallways, rooms high speed internet access joke, old dialup service faster, n't plan getting work need online,",negative
187,"revolting warned, read postings abouot place bad ignored thinking posted people stayed seasons, thought tough slept mountains occassions slept hostels shady places south america spain germany italy france.those people postings ignored say told so.this place filthy, walked stairs room garbage strewn hall, carpet room filthy various stains thorughout stiff portions carpet god knows spilled, shower curtain lovely charm mildew climbing inside, curtains windows covered black dust, partially obscured view dilapidated porch strewn leaves branches coke beer cans assorted trash.my wife world country not used nice accomodations refused walk carpet shower shoes, pillow case not joke printing said following property tulane hospital, removal hospital misdemeanor.there used plastic cup water waiting entered room makeshift closet, poster indicated pool green disgusting, redeeming things place- good water pressure good ac, thats, total rip 89 bucks night, omni gorgeous hotel service costs 120 night, new orleans fun town like party not stay unless college smashed damn staying,",negative
188,"fair room quality unfriendly staff make sure reservation traveling group team, motel not send shuttle pick not listed, double check room left items.i hilton honors member 10+ years hampton asked 100 guarantee, did not, guarantee hampton individual motel decide honor, hampton individually owned make complains hilton customer service pass complaint not care it.i currently reviewing corporate travel policy hotels downgrading hampton resort, deleting bid corporate office stays dallas,",negative
189,"disappointed punta cana princess suites spa resort okay start, boyfriend went 5 day trip dr stayed inclusive punta cana princess honeymoon suite, ants room arrived, told not spray fumigate room, stayed room, arrived 4:00 pm hungry, guide told make reservations dinner not just want resort, reservations hard, booked, night not reservations 2 days advance, buffet horrible ants flies, housekeeping non-existant, everyday towels, day did come did not towels, vacation wait hour time just towels shower, 24 hour buffet, not, thing 11:00 pm pizza, not buffet order sit wait, no 24 hr buffet told roomservice free available 24 hours day, not free, 20.00 time, best time casino, food ate really enjoyed steakhouse, filet great, beach beautiful did enjoy, butwe, absolute waste money,",negative
190,"does not deserve rated booked hotel hotwire hotel staff charged cc time, calling times speaking manager accountant refuse money, saying bank account second- bunch bs,",negative
191,"really bad experience just 1-week stay grand hyatt bali really bad experience, grounds wonderful, half hotel renovation restaurants closed, quality rooms sure not 5 star standard, wet-type bathroom no shower curtain satellite tv not available, considered unacceptable breakfast buffet limited choice average quality disgraceful hygienic level food exposed myriads flies eyes inefficient waiters gave impression inconvenience, meals hotel restaurants ridiculously expensive average quality exception japanese restaurant actually decided eat highly recommend waterfall lagoon restaurants hilton bali, unsurprisingly impact second bombing october 2005 balinese economy hotel performance severe, told occupancy grand hyatt bali did not exceed 38 unable understand overall service ranged average nightmare, expected least- desk professional staff rude inefficient, waste time money hotel,",negative
192,"avoid plague, phoenix april concert stayed hotel san carlos night admit bit worried location sister got worried understatement, large concentration homeless people outside hotel agressive n't money.some streets hotel closed construction person does not know phoenix driving long time finding place park.parking hotel chase tower did underground tunnel use inconvenient especially events held convention center car ends higher floor.the hotel desperate need little renovation starting elevator people elevator problably plummet way horrible noise, got room thing noticed neighbors room, actually hear conversation having 112 degrees phoenix day hotel central air conditioning controled staff absolutely disgusting came concert park higher floors chase tower time people getting civic center event took forever cross street, finally got noticed lot homeless people sidewalk panhandling got scared kind agressive actually run inside hotel went bed needless say did n't sleep people room talking laughing night long bad air conditioning bar street really loud music hard bed continental breakfast just, definetly pay little extra stay hyatt wish, best stay hotel san carlos leaving,",negative
193,"dump, christmas vacation family brother family, expected sun fun did not expect sick.i drank water did eat food.problems smelly dank dark rooms, no towels bath beach.stocked mini-bar 2 bottles water sprite 1 beer coca cola, big dealno chairs available beach poolfood worse college food service.italian restaurant ok 3 hour wait, frankly nyc/ north jersey eats better local pizzeria place.purpose trip sun fun having diarrhea week later.a real disappointment.rip add-on 10.00 person admission fee dom rep not package, needless delay airport collect, no pens ot forms completed airplane fee added inclusive fee,",negative
194,"3 star resort 5 star prices, attentding company event february 2007 weather rest stay way par hotel charged everything.the rooms supposed rennovated early ikea plastic laminate floors bathrooms.they noisy person room snoring.the service terrible course no beach private island totally rated, hamburger 16.00, not seasons, save money book, ron toronto canada,",negative
195,"no customer care booked travelocity, flight cancelled snow ice delayed day westin refused refund 1 2 nights, 200+ night hotel bit greedy, not mention view n't great air did n't work barely slept night, expect minimum air work room.still waiting hear travelocity not refund told left town refused got, happily ate cost rental car extra day.we wo n't dealing time soon,",negative
196,"bad place stayed hotel days 12of dec. 14of dec. 2008. hotel run room smelly dirty staff not helpfully all.eating breakfast hotel expencive hungry small portions, gratefull spent days going miami port seven days cruise beautifull ship freedom seas, marseilles hotel,",negative
197,"disappointed beijing just checked novotel xin qiao beijing booked online weeks ago expedia website.i traveling week trying costs booking cheap unheard hotels good results, come end holiday wanted book nicer hotel spoil, booked room 568yuan, ended room smelled like filthy dirty ashtray windows half boarded theres note desk apologizing construction start 0830 m-f 10-6 weekends.also hotel charges 10 service fee service restaurants, book factor calculations, research hotels know booked better, thing like right metro station, sure hotels feature well.i hope helps good luck safe travels,",negative
198,"bed bugs, pictures referenced listing not address mapped listing, stayed early 2008. dingy poorly lit room rough sheets uncomfortable bed mold shower nothing walls bed bugs, think hotel namegrant getting confused bush mason powell stayed, elevator shaky, wireless small section lobby table dirty couch dirty arm chairs seating, continental breakfast limited pastries want orange juice 1.50 extra, able check-in hour early close public transport low rate none makes worth, bed bug bites n't gone away home week,",negative
199,"bad hotel family vacation not recommend hotel family stay, bad things no fridge no microwave paid internet connectivity paid/inconvenient parking paid breakfast.. worst pool small no life guards/life jackets kids no sauna/hot tub, room setup contemporary furniture low quality carpets dirty did not courtsey newspaper 3 4 day stay, marriott stayed flat screen tv reason hotel does n't, hotel conveniently located heart hollywood inconvenient family stay, not recommend price pay hotel,",negative
200,"filthy smells hotel building gutted torn down.it significant plumbing/sewage problems produces strong odor east wing building.exterior/street rooms noisy,",negative
201,"not return wife stayed nights september 2005. traveled extensively germany austria france italy ireland stayed kinds hotels pensions bbs, winston far worst hotel stayed, issues asked bath towels double room took 18 hours second towel, shower no sprayer head like taking shower garden hose, toilet set not attached toilet definitely ticket__Ç ride, toilet leaked base, tv did not work, room not serviced i.e, beds not trash not emptied, worst room 7th floor faced street partiers night loud talking yelling 5am city sends trash trucks street sweepers 2 sleepless nights, yes room cheap got paid, not return customer,",negative
202,"nightmare flee place 6 hours absolute nightmare, rude horrendous interaction ca n't possibly service hotel staff, no wi-fi available abbreviated stay check hotel 6 hours checking no knew cared wi-fi available guests, desk suggested business work paid public kiosk checking-in area, checking incredibly grateful able room hotel hour notice middle holiday season 3-some checking evening 2 young men young woman room, young men went street attend parking noted 3 hours, fled hotel relief, urge know seek alternative accommodation, not business travelers families expecting value dollar courteous helpful service,",negative
203,"overated overpriced company assigns hotel employees no choice endure brief numerous overnights caribe, visit featured smoking room did not request staff refused change room, reporting malfunctioning air conditioner did not budge 53 degree setting forced remain room, floor co-workers reported roaches room staff failed, rooms generally mildewed damp musty, n't want drink water san juan need bottled water room ready cough 7.00, need internet, going cost 14.95 excessive consider hotels providing free wifi/lan service guests, choice,",negative
204,"horrible stay melia caribe tropical punta cana dr just returned fro melia caribe tropical punta cana, worst stay experience, n't speak spanish communication poor, middle contruction prepared room midst noise dust daily norm not able use balcony, bring wash cloths none given bring hand towels tend run not brought available, plan spend day stay trying make reservations restaurants time not able booked, plan solicited vacation club spend great deal time declining, sitting buffet make attempts service english speaking tourists usually ignored, shuttle brings different places resort big suppose run 15 min, runs 25 30 minutes broken alot time comes fills quickly wait usually end walking, just complaints believe plenty, told manager working problems place goin improve 6 mo, year,",negative
205,"stay away royal st charles husbands birthday got plan stay party new orleans, husband chose syay royal st charles, arrived checked room ok. room mini bar not, mini bar, ok no big deal right, got dressed town called desk bring roll-a-way bed room said, not brought, guest slept floor, day called bring tell stopped using roll-a-way beds, guest slept floor, n't suggest staying theirs people n't alot stuff say like change prices telling,",negative
206,"n't recommend, agree refund__Ç writer, getting reservation ala carte restaurants impossible, started calling 8:00 a.m. suggested time couldn__Ç_é_ good hour, did told restaurants booked, argued women vacation didn__Ç_é_ want beg dinner reservation, suggested buffets awful, arrived saturday monday started feeling ill. developed fever lasted till tuesday night accompanied diarrhea i__Ç_é recovering week later, sick people, felt especially bad children, order dinner walk 20 minutes half hour humidity heat, tram wait just long takes walk you__Ç_éÈe lucky seat available, make sure bring comfortable shoes, forget heels, little tiny black bugs crawling bathroom desk coffee table flat surface noticed thing lead believe bed slept, restless sleep, babysitting towel pool beach day wasn__Ç_é_ fun, walked towel hotel charge, like pampered forget, no room service no coffee coffee pot provided cups milk bar bring room, no bar beach, leave beach drink water, grounds beach pool absolutely beautiful, wish felt enjoy, truly wouldn__Ç_é_ recommend place, like refund__Ç writer said glitters isn__Ç_é_ gold__Ç,",negative
207,"not good got room bookit, com, not impressed, place old rundown staff strange care, linen trucks run place running, workers not speak english acted like care, wanted fumigate room, really nervous, no remote tv room subpar bathroom joke, barely hot water shower days real stingy shampoo, ran beg, make matters worse weather turned foul ocean turned mass fury thought tsunami coming, beach torn ocean seaweed dangerous coral water hurt real easy going water, lasted 3 days, just took lot excursions ended bad diarrhea set, think okay buffet, not great palatable, know fact couple left days hated place n't escape fast, knows expect vacation just hope best, dr times worst,",negative
208,"budget booked hotel weekend november recommendation clean spartan room travel book not expecting seriously whelmed, room old tired felt dirty, slept fully clothed wore socks times, shower gross sink toilet new clean, pillows felt filled cotton balls bed creaked squeaked slightest movement did walls carpet stained did not feel lock door work, faced lovely strip club, noise outside hotel expected downtown location noise inside hotel obscene, people banging door 3 morning party room not mention felt right bed, walls general paper hear neighbours conversations watching tv.some staff friendly not sharpest location great walk, not reccomend embarresed say stayed,",negative
209,"terrible service, arrived hotel overbooked canceled reservation, desk lady impatient rude, informed cancellation showed person lady did n't offer help hotel, probably better place looked like dump construction worse, walls floors torn no reception area left, lady did n't care situation unwilling help hotel weekend, dozen hotels availability, caused lot unecessary stress n't able mariner game early,",negative
210,"beware sketchy business, reading positive reviews keeping mind negative reviews hotel__Ç_é_ sketchy business took risk attempted make reservation hotel, used hotel website reservation, no direct booking, filled form requested room availability, seconds friendly replied email offering single room 60 euro night, wow rate amazing good true, sergio requested credit card information charge night deposit, did not hesitate literally second sent credit card information received confirmation.surely day receive email friendly person__Ç informing room booked day not available offered 90 euro night room, sent email explaining booking seconds received offer, person__Ç brought sketchy excuses justify sketchy business, sent email credit-card transaction surely person__Ç, trying happened credit-card transaction, beware favour pay little bit stay safe hotel reputable business practice.hmd,",negative
211,"melia sucks big, not, comments melia caribe day resort check 4 pm normal check 3 pm, tried english map resort didn__Ç_é_ no way finding way, room 4:30 cleaning lady just beginning clean room filthy, told sit balcony did 40 minutes sweating 90+ degree heat traveling entire day, room finally noticed air conditioning not working safe paid 14 not working room mini fridge not working, called desk told come, hour workman came said fixed fridge air conditioning safe not fixed, unfortunately ac fridge not working babysitting maintenance guy 2 hours, called desk kept getting run, went way desk given bs reasons, people rude did not care iota, finally upset girlfriend upset 9:45 pm began yelling fix problems, finally getting extremely excitable asking transfer resort manager came rep liberty travel came sat assured problems solved, offered room day unpacked tired unable repack rooms, went room a/c running did not work, room did not 78-80 time, worst no point did apologize problems.__Ç weektime food absolutely vile trouble finding eat half edible lunch dinners just alright, reservation impossible wake 7 getting reservations restaurants impossible, noticed restaurants half hard reservations, additionally order area restaurants not walk mile main area away beach trolley supposed come 15 minutes usually waited 25-30 minutes time ended missing dinner reservations times, say thanks hostess french restaurant able eat times nice reservations restaurants friendliest resort deserves commended mayra sterling.__Ç friday afternoon got room air conditioner broken room 85 inside, called fixed nobody showed not sleep friday night heat room.__Ç saturday afternoon returned not working air conditioner room 6 pm time room filthy not placed room sign__Ç outside left room 10am, finally 7:30 cleaning lady came room, manager came told a/c hotel broken rooms wanted apparently solution rooms actually fixing problems sunday departure day huge nightmare flight 3:55 pm told bus airport 12:50 told luggage picked 11:30 figuring mess started called 11:00 funny called times 11:30 called 3rd time 11:45 finally 11:50 called screamed luggage finally did, rush lunch order check make bus.__Ç overall resort nice grounds accommodations food people horrific, not melia free, staff gives default question asked food combined accommodations abominable, thing interesting single person spoke resort spoke english exact experience people rooms 2 times just satisfactory room, hope power sort refund problems occurred stay, additionally highly recommend not promote resort future felt entirely ripped extremely upset results stay,",negative
212,"terrible experience say extremely disappointed marriott property, room stayed cabana section hotel, let tell room stunk mildew actually growing air conditioning duct, asked moved spent night room sheets smelled musty, days work returned clothes suitcase wet dampness room, stuff drycleaned.suffice say switched hilton caribe absolutely fabulous hotel comparable price.i marriott gold member night away platinum means stayed 50 nights marriott property year 40 year, life disgusted hotel, actually sick mildew here.i stay marriott reward points extremely upset consider switching hilton, experience just hilton guy,",negative
213,"worst honeymoon trip worst honeymoon trip n't go.. service desk terrible.. food wa n't great okay.. italian good sea food okay just bit lobster tail 1/2 wow.. entertainment terrible.. didn t like all.. sheets not changed everyday bad thing maid good guess don sheets bed eveyday.. got bites me..,",negative
214,"like 2-1/2 star hotel grounds beach nice, best say, room changed just like half people met, not friendly staff, shelf liquor bartenders drinking, open air restaurants flies ants birds taking food buffet tables, small pool rooms, felt like ground hog day food entertainment.i not recommend resort,",negative
215,"marriott ashamed beautiful lobby, small dirty rooms, uncomfortable beds, refrigerator did not work, key cards rooms parking garage 14 parking day worked sporadically, 30 stories 700 rooms days 3 elevators worked computers check no approve overcharged left, disputed charges, not recommend hotel stay,",negative
216,"great location terrible service hotel great spot train station, easy metro rent car catch train big staff extremely rude arrogant does n't know thing customer service.i remembered choosing hotel hotel expo hotels choosing fitness center use not included room rate offered free breakfast thought did, check asked deskperson room rate included breakfast, said yes buffet-style breakfast day cost 2 euros, free 2e close thought, morning come downstairs hungry woman register buffet asks 25 euros breakfast, tell room supposed include buffet special price 2e, responds no 2e breakfast absolutely nothing, remain calm ask talk, points desk.i desk speak gentleman arrogant explaining situation, says thing woman buffet, explain remember vividly choosing hotel special deal including breakfast, says estas equivocado wrong, told mistaken nothing remained calm polite, finally tell future check make sure webpage updated accurate, says no problem webpage, respond distinctly remember seeing free breakfast webpage, says nose high air no es posible impossible, upsetting not fact did n't thought getting reservation fact not willing consider moment wrong, talking buffet, gon na cook food gets eaten gets thrown away, 4e eat food throwing away leave satisfied customers insist wrong nothing throw away food no money bad review rude service gotten.so chances want expo block away comparably priced, stay barcelo sants, hotel think away giving terrible customer service unacceptable,",negative
217,"noise airconditioner-a standard, arranged stay travel agency unfortunately warwick seattle hotel dissapointment trip, 3 night stay warwick changed 3 rooms, starting minute stay hotel personnel didn`t make feel like guest like intruder, reluctant help solve complaints, hotel right downtown 5 minutes really good restaurants like good thing, availability room offered 2nd floor window directly opening car parking level, changed room, 3 rooms loud sound coming air conditioner/ heating unbelievable hotel, hotel personnel told standard noise rooms, tried avoid using night order sleep possible watching tv loudly,",negative
218,"not expected husband ended mix reservations marriott argh, attend medical conference, having read rave reviews place thought sounds great, wrong, paid 640 days nights smelly room, small kept bumping edges bed walls night room adjoining building 40 exact asked switched room did thank alexis room better not expected, tiles bathroom coming strange odor, n't really complaints neighborhood new york not worse stayed better motel 6 fraction cost, way walls adjoining building paper literally people fart rooms, ew, unfortunately did n't choice stay literally nothing available city, just going drunk wo n't conscious crash ok n't recommend,",negative
219,"state atorney security deposit miserable experience, windows room did n't shut sleep deprived noise yes wore earplugs night ended hospital, cleaning service threw away food purchased place kitchen section sink mini fridge hallway, water shut 3 times week prime showing hours, leaving did n't secuity deposit, called left 10 messages manager hum did n't really know going ignore calls office, 2 months later filing lawsuit state department supposedly getting security mailoh yeah car vandalized yes make police report shot street walking apartment, n't deterant area 5 minutes, sketchy,",negative
220,"looks tired just stayed not impressed.room small poor condition wardrobe not open chipped furniture dirty paint work chipped doors, windows dirty.staff not helpful insist twice breakfast included booking.no vibe sorry suggest rydges jamison afford superb views great location wonderful service amazing rooms worth trust,",negative
