"Gender","Customer.Type","Age","Class","Flight.Distance","Inflight.wifi.service","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Baggage.handling","Checkin.service","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"Female","Loyal Customer",46,"Eco",2586,3,3,3,3,4,4,2,4,3,4,59,57,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Eco Plus",581,3,3,4,4,3,4,4,4,2,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business",719,3,4,4,3,3,3,3,2,4,2,35,42,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business",235,2,5,5,4,4,4,2,2,2,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Eco",2565,3,3,3,4,3,5,5,5,5,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business",301,3,4,3,5,4,4,5,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",51,"Eco",358,1,1,2,2,1,2,2,3,4,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business",679,5,5,5,5,5,4,5,5,5,3,2,0,"satisfied"
"Female","Loyal Customer",65,"Eco Plus",216,4,5,2,5,5,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",55,"Business",3953,4,5,5,3,3,3,4,4,4,4,0,11,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Eco",459,1,3,3,2,3,3,1,1,1,3,0,3,"neutral or dissatisfied"
"Male","disloyal Customer",28,"Business",1205,0,0,1,5,0,5,5,3,4,3,49,41,"satisfied"
"Female","Loyal Customer",45,"Business",2364,2,2,2,3,5,4,5,5,5,5,0,0,"satisfied"
"Male","disloyal Customer",37,"Business",1173,1,1,1,5,1,5,5,4,5,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Eco",631,4,4,3,1,4,1,1,4,5,3,30,17,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business",3374,4,4,4,2,2,2,2,3,5,3,0,0,"satisfied"
"Female","Loyal Customer",51,"Business",1979,4,3,4,2,5,5,4,4,4,5,0,0,"satisfied"
"Male","Loyal Customer",60,"Eco",101,4,5,5,4,4,4,4,3,3,3,23,23,"satisfied"
"Male","disloyal Customer",39,"Business",216,3,3,5,1,3,1,1,4,2,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business",3134,4,4,4,5,5,5,5,3,3,2,0,0,"satisfied"
"Female","Loyal Customer",33,"Business",329,3,3,3,1,3,2,5,5,5,4,29,23,"satisfied"
"Female","Loyal Customer",49,"Business",3848,2,4,4,2,4,3,2,2,2,1,67,70,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Eco Plus",541,2,3,4,2,3,2,2,4,5,3,0,2,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Eco",462,1,3,3,4,4,4,1,1,1,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Eco",919,2,2,4,4,2,4,4,4,4,3,23,26,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",1749,1,1,1,4,5,5,5,5,5,4,19,5,"satisfied"
"Male","Loyal Customer",17,"Business",1065,1,1,3,3,1,3,3,5,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business",3758,4,4,4,5,4,5,5,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",55,"Eco Plus",331,4,4,3,2,4,2,2,1,3,2,0,0,"satisfied"
"Male","Loyal Customer",21,"Eco",414,1,1,4,2,1,2,2,1,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business",3845,1,1,1,5,5,5,5,5,5,4,19,14,"satisfied"
"Male","disloyal Customer",39,"Business",277,4,4,1,3,4,3,3,4,4,3,0,0,"satisfied"
"Female","disloyal Customer",30,"Eco",776,3,3,3,1,3,1,1,3,3,3,7,9,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Eco Plus",238,2,2,3,4,2,4,4,1,3,4,0,15,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business",188,3,5,5,2,3,2,2,1,3,2,135,133,"neutral or dissatisfied"
"Female","disloyal Customer",13,"Eco Plus",1118,2,2,4,3,2,3,3,5,3,2,17,27,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Eco",134,2,2,4,1,2,1,1,4,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",472,3,3,3,4,2,2,4,4,4,5,98,102,"satisfied"
"Female","Loyal Customer",44,"Business",594,3,3,3,5,4,5,5,5,5,5,0,2,"satisfied"
"Male","Loyal Customer",43,"Eco",541,3,5,5,3,3,3,3,1,4,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",7,"Eco",432,3,3,4,5,3,5,5,4,4,2,41,29,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Eco",856,2,2,2,2,2,2,2,2,3,1,13,12,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Eco",921,4,4,2,1,4,1,1,5,4,5,0,0,"satisfied"
"Male","Loyal Customer",44,"Business",306,0,0,3,5,4,4,3,3,5,5,4,0,"satisfied"
"Male","Loyal Customer",10,"Eco Plus",689,5,1,1,5,5,5,5,3,5,4,0,0,"satisfied"
"Female","Loyal Customer",33,"Business",1892,2,2,2,5,4,5,5,5,5,4,7,0,"satisfied"
"Female","disloyal Customer",40,"Business",236,4,4,4,3,4,3,3,5,1,4,0,0,"satisfied"
"Female","Loyal Customer",30,"Eco",447,1,1,4,1,4,4,3,3,4,4,145,138,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business",896,5,5,5,2,5,5,2,2,2,4,34,17,"satisfied"
"Male","Loyal Customer",46,"Business",1580,1,2,1,1,3,4,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",57,"Eco",899,0,0,5,3,4,5,3,3,3,3,0,0,"satisfied"
"Female","disloyal Customer",41,"Business",537,3,3,2,2,4,2,2,4,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Eco",1460,2,2,2,2,2,2,2,4,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Eco",438,4,4,4,4,4,4,4,2,5,4,0,0,"satisfied"
"Male","Loyal Customer",29,"Business",326,3,3,3,4,4,4,4,4,5,4,0,0,"satisfied"
"Female","Loyal Customer",60,"Business",737,1,1,1,4,5,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",53,"Eco Plus",237,5,5,2,4,5,2,5,5,5,4,0,0,"satisfied"
"Male","disloyal Customer",24,"Eco",719,5,5,5,2,5,2,2,5,4,2,0,0,"satisfied"
"Female","Loyal Customer",57,"Eco Plus",372,1,1,4,4,2,4,2,2,4,3,60,54,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business",2651,0,0,1,5,5,5,2,2,2,5,0,0,"satisfied"
"Male","Loyal Customer",48,"Business",2922,1,2,1,3,5,5,4,4,4,3,3,0,"satisfied"
"Female","Loyal Customer",40,"Eco",763,4,4,3,3,4,3,3,1,3,4,34,39,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Eco",239,2,0,2,0,1,1,4,4,5,1,167,161,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Business",3694,4,4,4,4,5,4,5,5,5,4,35,27,"satisfied"
"Female","Loyal Customer",55,"Business",77,2,2,2,4,3,5,5,5,5,2,0,0,"satisfied"
"Male","Loyal Customer",32,"Eco Plus",1162,1,1,3,4,1,4,4,1,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business",748,3,3,4,3,4,4,4,4,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",79,"Business",799,3,2,2,5,4,4,3,3,3,3,9,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Eco",1400,3,3,3,3,3,3,3,1,4,1,3,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business",1997,4,4,4,2,2,5,4,4,4,2,12,0,"satisfied"
"Female","Loyal Customer",59,"Eco",1931,2,2,2,1,3,3,1,1,1,2,64,35,"neutral or dissatisfied"
"Female","Loyal Customer",13,"Eco",867,3,3,1,4,3,4,4,5,4,1,77,70,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Eco",937,3,3,1,1,3,1,1,3,5,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Eco",447,3,3,3,5,3,5,5,5,4,5,6,12,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Eco",159,5,1,1,5,5,5,5,1,5,3,0,0,"satisfied"
"Female","disloyal Customer",22,"Business",483,5,5,2,5,5,5,5,4,1,1,0,19,"satisfied"
"Female","disloyal Customer",23,"Eco",1047,3,3,3,3,5,5,4,5,4,5,165,170,"neutral or dissatisfied"
"Female","disloyal Customer",18,"Eco",352,3,3,3,2,3,2,2,3,3,1,1,24,"neutral or dissatisfied"
"Female","disloyal Customer",39,"Business",1042,2,2,2,2,4,4,5,5,1,4,194,219,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Eco",432,2,2,4,2,4,4,5,5,4,4,174,178,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Eco",667,2,2,4,2,2,1,2,1,4,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business",1235,5,5,5,3,4,5,4,4,4,5,0,0,"satisfied"
"Male","disloyal Customer",16,"Eco",429,1,2,3,2,2,2,2,3,3,4,13,13,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",1436,3,3,3,4,4,4,3,3,3,5,0,0,"satisfied"
"Female","Loyal Customer",51,"Eco",1066,2,5,5,2,2,2,1,1,1,3,0,13,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Eco Plus",308,3,3,2,1,3,1,1,2,1,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Eco Plus",406,2,2,3,2,2,2,2,5,5,4,5,11,"neutral or dissatisfied"
"Male","disloyal Customer",43,"Eco",126,3,3,3,3,3,3,3,1,1,1,8,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Eco",672,2,2,2,2,2,2,2,2,2,3,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",1709,5,5,5,2,5,4,5,5,5,4,4,0,"satisfied"
"Male","Loyal Customer",25,"Eco Plus",980,4,4,4,3,4,2,3,1,4,4,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",948,4,5,4,4,4,4,4,3,1,5,0,0,"satisfied"
"Male","Loyal Customer",29,"Eco",600,1,0,2,3,0,3,3,2,5,5,7,32,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Eco",143,2,0,3,1,0,5,1,2,5,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",3175,2,2,2,5,5,5,5,5,4,5,222,213,"satisfied"
"Female","Loyal Customer",28,"Eco",874,3,3,3,1,3,1,1,1,2,3,25,36,"neutral or dissatisfied"
"Female","Loyal Customer",15,"Eco",313,2,2,4,5,2,5,5,5,4,5,20,25,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Eco",1400,2,2,1,4,2,5,4,4,2,2,41,6,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Eco",746,4,4,3,5,4,5,5,3,5,5,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business",3898,2,2,2,2,5,5,4,4,4,3,0,0,"satisfied"
"Male","Loyal Customer",11,"Eco",246,2,2,4,2,2,2,2,3,4,4,46,30,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business",3874,4,4,4,3,4,5,4,4,4,4,0,0,"satisfied"
"Female","disloyal Customer",23,"Eco",1005,2,2,3,4,2,4,4,1,4,4,0,16,"neutral or dissatisfied"
"Female","disloyal Customer",52,"Eco",861,1,1,4,4,1,4,4,1,4,1,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business",1851,5,5,5,4,4,4,4,4,3,4,0,0,"satisfied"
"Female","Loyal Customer",60,"Business",2422,2,2,2,5,4,4,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",48,"Business",1144,3,2,2,2,3,2,3,3,3,2,29,50,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Eco",488,4,4,3,4,4,4,4,5,5,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business",3600,0,0,5,1,1,5,2,2,2,3,0,0,"satisfied"
"Male","Loyal Customer",48,"Eco",547,4,4,4,4,4,4,4,5,1,5,0,0,"satisfied"
"Male","disloyal Customer",25,"Business",236,3,3,3,4,3,4,4,5,1,3,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Business",373,2,3,1,2,2,2,2,3,3,4,5,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business",1608,5,5,5,4,4,5,4,4,4,4,1,0,"satisfied"
"Female","Loyal Customer",55,"Eco",666,5,5,1,3,4,4,4,4,4,3,8,2,"satisfied"
"Male","Loyal Customer",61,"Eco",251,1,1,1,1,1,1,1,2,3,4,32,32,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business",1076,5,5,5,4,4,4,4,2,5,5,13,44,"satisfied"
"Male","Loyal Customer",58,"Business",859,2,2,2,3,5,4,4,4,4,4,0,0,"satisfied"
"Male","disloyal Customer",32,"Business",469,1,0,3,5,0,5,5,1,2,3,83,94,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business",2278,1,1,1,3,4,4,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",44,"Business",2075,4,4,4,4,4,5,4,4,4,5,38,29,"satisfied"
"Male","Loyal Customer",39,"Business",3724,4,3,3,3,3,3,4,4,4,4,3,9,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Eco",358,1,4,4,1,1,1,1,2,4,1,23,21,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Eco",406,3,5,5,3,3,3,3,2,3,4,16,13,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business",2999,2,5,5,3,4,4,4,4,2,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Eco",1126,3,5,5,3,3,3,3,3,3,3,11,14,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco Plus",395,2,2,2,2,2,2,2,2,5,2,6,9,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Business",3704,4,5,4,4,5,4,4,4,5,5,0,0,"satisfied"
"Female","disloyal Customer",24,"Eco",431,1,1,4,4,1,4,4,3,4,5,10,1,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",3800,1,1,1,4,4,5,5,5,5,4,0,0,"satisfied"
"Female","disloyal Customer",38,"Eco",441,2,2,5,5,2,4,5,4,1,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Eco",231,2,4,4,2,2,2,2,4,4,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Eco",954,2,2,2,2,2,2,2,5,5,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",77,"Eco",468,2,5,5,5,4,4,2,2,2,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",35,"Eco",1197,3,3,1,1,3,1,1,4,5,2,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",62,"Eco",545,4,4,3,1,4,1,1,1,3,4,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business",2884,1,1,1,3,5,4,5,5,5,3,1,0,"satisfied"
"Female","Loyal Customer",18,"Eco",425,2,5,5,2,2,2,2,4,3,4,66,65,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Business",680,2,2,2,5,5,5,5,1,5,3,0,0,"satisfied"
"Female","Loyal Customer",65,"Eco",423,1,1,1,5,5,4,2,2,2,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Eco",590,3,3,5,4,3,4,4,3,4,5,0,6,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business",733,4,4,4,5,4,2,5,5,5,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",1476,4,4,5,5,5,4,1,1,1,4,57,45,"satisfied"
"Male","Loyal Customer",47,"Business",1607,4,4,4,2,5,4,4,4,4,3,0,0,"satisfied"
"Male","Loyal Customer",24,"Eco Plus",425,4,1,1,4,3,2,4,3,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Eco",356,2,2,4,5,2,5,5,3,5,4,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",29,"Business",685,4,4,1,5,4,5,5,5,4,4,0,17,"satisfied"
"Male","Loyal Customer",46,"Eco Plus",321,5,5,5,5,5,5,5,2,2,2,0,0,"satisfied"
"Female","disloyal Customer",18,"Eco",1231,2,2,3,2,2,2,2,5,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Eco",102,3,3,4,1,3,1,1,2,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Eco",2979,2,2,3,3,2,3,3,3,4,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",16,"Eco",235,3,3,4,3,3,3,3,3,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Eco",502,2,5,3,2,5,5,2,4,3,4,3,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Eco",1013,1,1,3,3,1,3,3,1,3,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business",3105,1,1,1,4,1,1,5,5,4,3,0,0,"satisfied"
"Male","Loyal Customer",61,"Eco",1185,2,2,2,2,2,2,2,1,4,2,18,0,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business",3616,5,5,5,2,2,2,2,3,4,4,0,0,"satisfied"
"Female","Loyal Customer",67,"Eco",223,2,2,2,3,5,4,2,2,2,3,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Eco",187,1,1,4,2,1,2,2,3,5,5,17,69,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",2073,4,4,4,4,5,5,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",53,"Eco",746,2,2,5,4,2,4,4,3,5,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Eco",1066,1,1,4,4,5,5,4,4,2,4,18,26,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Eco",390,4,4,3,3,4,3,3,3,4,5,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Eco",1166,4,4,3,4,4,4,4,4,5,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Eco",214,2,2,4,2,2,2,2,3,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",7,"Eco",973,1,0,4,5,0,2,5,3,4,3,1,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Eco",630,2,2,1,4,2,5,4,1,4,1,0,4,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Eco",838,2,2,3,3,4,5,5,5,5,5,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",38,"Business",1589,2,3,2,2,3,2,2,4,3,3,16,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business",899,2,2,2,5,5,5,5,2,2,1,25,24,"satisfied"
"Female","Loyal Customer",67,"Eco",484,4,4,3,4,3,4,2,2,2,4,0,0,"satisfied"
"Female","Loyal Customer",50,"Business",1024,3,4,4,1,4,4,3,3,3,2,16,2,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",2069,2,4,2,5,5,5,2,5,3,5,206,219,"satisfied"
"Female","disloyal Customer",48,"Business",290,5,5,5,4,5,3,4,5,5,5,123,105,"satisfied"
"Male","Loyal Customer",46,"Business",846,1,1,1,4,4,4,5,5,5,5,9,13,"satisfied"
"Female","Loyal Customer",56,"Business",1521,1,1,1,2,4,4,4,4,4,3,0,4,"satisfied"
"Male","disloyal Customer",26,"Business",1136,1,1,4,1,1,1,1,4,4,3,29,31,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Eco",1838,3,2,1,2,4,5,1,1,1,3,1,5,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Eco",746,4,4,4,3,4,3,3,3,4,3,0,0,"satisfied"
"Female","disloyal Customer",25,"Eco",1014,1,1,2,3,1,3,3,5,5,4,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Eco",2139,2,2,1,1,2,1,1,5,5,3,16,7,"neutral or dissatisfied"
"Female","disloyal Customer",15,"Eco",1044,5,5,3,4,5,4,4,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",47,"Business",925,2,2,2,4,4,4,5,5,5,3,13,0,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Eco",158,4,5,5,4,4,1,4,2,3,3,59,65,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",802,3,3,4,3,4,4,3,3,3,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Eco Plus",888,1,1,3,4,4,5,1,1,1,4,4,0,"neutral or dissatisfied"
"Female","disloyal Customer",45,"Business",842,5,5,4,5,5,5,5,3,5,5,0,0,"satisfied"
"Female","Loyal Customer",21,"Business",1750,2,2,4,2,5,5,2,1,3,5,209,228,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Eco",999,3,3,3,4,5,4,4,4,4,3,67,73,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Business",1514,3,3,3,3,3,3,3,5,5,4,0,5,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business",2570,3,3,3,5,2,2,4,4,4,4,0,17,"satisfied"
"Male","disloyal Customer",29,"Eco",96,3,3,3,2,3,2,2,4,4,2,3,15,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business",1854,3,3,3,4,5,4,4,4,4,4,72,83,"satisfied"
"Male","Loyal Customer",45,"Business",308,3,3,3,5,5,4,1,1,5,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Eco",67,4,4,1,5,4,5,5,4,5,3,2,10,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Eco",416,4,4,3,4,4,4,5,5,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Business",588,3,3,2,4,3,4,4,1,4,1,113,112,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Business",697,2,3,3,3,3,3,3,3,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business",1831,5,2,5,2,4,4,2,2,2,3,0,0,"satisfied"
"Male","Loyal Customer",10,"Eco",584,4,4,1,1,4,1,1,5,4,5,18,12,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Eco",787,2,2,3,3,2,3,3,3,4,3,15,26,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business",2556,3,4,4,3,3,3,3,5,3,3,14,50,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",308,3,3,3,1,3,4,1,1,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Business",1482,3,3,3,2,3,2,5,5,2,2,14,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Business",1947,3,3,3,4,4,4,4,5,3,4,0,0,"satisfied"
"Female","disloyal Customer",18,"Eco",715,3,3,2,2,3,2,2,3,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business",2632,0,0,4,1,1,1,1,4,1,4,0,0,"satisfied"
"Female","Loyal Customer",39,"Eco",719,2,2,1,1,2,1,1,5,4,4,45,45,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Eco",1562,3,3,3,4,3,4,4,2,3,1,14,0,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business",2454,4,5,4,3,5,3,3,3,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",268,0,0,3,3,5,4,3,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",44,"Eco",174,3,3,5,5,3,5,3,3,3,2,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Eco",223,5,5,2,1,5,1,1,4,4,4,0,0,"satisfied"
"Female","disloyal Customer",42,"Business",301,4,4,5,5,4,5,5,4,4,5,0,0,"satisfied"
"Male","Loyal Customer",28,"Business",868,4,4,4,4,3,4,4,5,4,4,0,0,"satisfied"
"Male","Loyal Customer",56,"Business",2614,4,4,4,1,3,3,5,5,5,2,0,0,"satisfied"
"Female","Loyal Customer",17,"Eco",607,1,1,3,4,1,4,4,4,5,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business",187,2,2,2,4,4,4,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",33,"Business",641,3,3,3,5,5,5,5,4,5,5,0,0,"satisfied"
"Female","Loyal Customer",23,"Business",1717,3,5,3,3,3,3,3,2,4,2,31,15,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Eco",334,2,2,2,5,2,5,5,3,4,5,11,25,"neutral or dissatisfied"
"Female","Loyal Customer",66,"Eco",760,3,3,3,5,4,5,1,1,1,3,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Eco",2504,2,2,3,2,3,3,3,2,2,3,0,9,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business",2945,3,5,5,4,2,3,3,3,3,4,27,23,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Eco Plus",192,4,5,5,4,4,4,4,2,2,4,0,0,"satisfied"
"Female","Loyal Customer",67,"Eco Plus",888,3,3,3,5,5,4,5,5,5,4,8,2,"neutral or dissatisfied"
"Female","disloyal Customer",7,"Eco",714,2,3,3,4,3,4,4,1,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business",308,4,4,4,5,4,4,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",55,"Business",502,4,4,4,4,4,4,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",49,"Business",519,5,5,5,5,4,4,5,5,5,3,1,0,"satisfied"
"Female","Loyal Customer",43,"Business",223,2,2,2,3,5,4,4,4,5,5,0,0,"satisfied"
"Female","Loyal Customer",33,"Eco",946,0,0,3,2,0,2,2,1,1,4,0,10,"satisfied"
"Female","Loyal Customer",49,"Eco Plus",370,2,2,3,4,5,3,2,2,2,5,0,0,"satisfied"
"Male","Loyal Customer",23,"Eco Plus",547,3,2,2,5,2,5,5,1,5,2,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",42,"Eco",370,3,3,2,3,3,3,3,4,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Business",1598,2,1,1,2,2,2,2,1,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business",1416,3,3,5,5,5,4,2,2,2,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business",3036,3,4,4,2,2,3,3,3,3,3,8,9,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Eco Plus",1709,3,5,5,3,3,3,3,4,2,2,16,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business",674,1,1,1,4,4,5,2,2,2,4,0,14,"satisfied"
"Male","Loyal Customer",62,"Business",2085,5,2,2,2,4,3,5,5,5,1,61,57,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business",2642,5,4,5,3,5,4,1,1,1,5,1,14,"satisfied"
"Female","Loyal Customer",27,"Business",2593,3,3,3,3,3,3,3,1,3,5,4,14,"satisfied"
"Male","Loyal Customer",13,"Eco",1023,5,5,2,3,5,3,3,5,3,3,3,0,"satisfied"
"Male","Loyal Customer",39,"Business",2556,5,5,5,5,3,4,4,4,4,5,60,60,"satisfied"
"Male","Loyal Customer",7,"Eco",73,1,0,1,4,0,4,4,3,3,3,69,84,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business",3305,0,0,4,4,5,5,5,5,1,2,0,0,"satisfied"
"Female","Loyal Customer",35,"Eco",416,2,2,4,1,2,1,1,3,4,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Eco",1514,3,4,3,3,4,3,3,2,3,3,0,1,"neutral or dissatisfied"
